@relation 'Clasfication2Weka-weka.filters.unsupervised.attribute.StringToWordVector-Rfirst-last-W1000-prune-rate-1.0-N0-stemmerweka.core.stemmers.NullStemmer-stopwords-handlerweka.core.stopwords.Null-M1-tokenizerweka.core.tokenizers.WordTokenizer -delimiters \" \\r\\n\\t.,;:\\\'\\\"()?!\"-weka.filters.unsupervised.attribute.NominalToString-C2-weka.filters.unsupervised.attribute.NumericToBinary-R5-last-weka.filters.unsupervised.attribute.NumericToNominal-R53'

@attribute Id numeric
@attribute Description string
@attribute 'Initiative status' {'In progress',Pilot,Live,Research}
@attribute TherapeuticArea {Breast,Lung,Ophtha,Liver,'Alzheimers Disease',Haemophilia}
@attribute Prevention_binarized {0,1}
@attribute Unwellness_binarized {0,1}
@attribute Prediagnosis_binarized {0,1}
@attribute Treatment_binarized {0,1}
@attribute 'Maintain life_binarized' {0,1}
@attribute End_of_life_support_binarized {0,1}
@attribute Be_up_to_date_HCP_binarized {0,1}
@attribute 'Manage_and_treat_ my_patient_HCP_binarized' {0,1}
@attribute Advance_medical_science_HCP_binarized {0,1}
@attribute Manage_my_business_HCP_binarized {0,1}
@attribute Digital_Health_Solution_Dig_cat_binarized {0,1}
@attribute Information_Dig_Cat_binarized {0,1}
@attribute Service_Dig_Cat_binarized {0,1}
@attribute Arabic_binarized {0,1}
@attribute Bosnian_binarized {0,1}
@attribute Bulgarian_binarized {0,1}
@attribute Chinese_binarized {0,1}
@attribute Croatian_binarized {0,1}
@attribute Czech_binarized {0,1}
@attribute Danish_binarized {0,1}
@attribute Dutch_binarized {0,1}
@attribute English_binarized {0,1}
@attribute Estonian_binarized {0,1}
@attribute Finnish_binarized {0,1}
@attribute French_binarized {0,1}
@attribute German_binarized {0,1}
@attribute Greek_binarized {0,1}
@attribute Hebrew_binarized {0,1}
@attribute Hungarian_binarized {0,1}
@attribute Indonesian_binarized {0,1}
@attribute Italian_binarized {0,1}
@attribute Korean_binarized {0,1}
@attribute Latvian_binarized {0,1}
@attribute Lithuanian_binarized {0,1}
@attribute Macedonian_binarized {0,1}
@attribute 'Multiple Languages_binarized' {0,1}
@attribute Norwegian_binarized {0,1}
@attribute Polish_binarized {0,1}
@attribute Portuguese_binarized {0,1}
@attribute Romanian_binarized {0,1}
@attribute Russian_binarized {0,1}
@attribute Serbian_binarized {0,1}
@attribute Slovakian_binarized {0,1}
@attribute Spanish_binarized {0,1}
@attribute Swedish_binarized {0,1}
@attribute Thai_binarized {0,1}
@attribute Turkish_binarized {0,1}
@attribute Vietnamese_binarized {0,1}
@attribute GlobalRollout {0,1}

@data
396,'Supporting  end to end management of AD patients including diagnostics workup support intelligent algorithms assisting clinical management clinical trial recruitment and capturing realworld data across community and speciality settings ',Research,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,'AI tool assisting ARIA detection through safety monitoring It aims to improve confidence in detection increase speed of reads and expand the pool of readers nonspecialists',Research,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
398,'Digital sleeve attached to Gant autoinjector guiding and logging the injection as well as providing reminders It does not performdrive the injection the injection is still performed manually by a care partner Info can be shared by patientcaregiver with their treating physician during clinic  visits',Research,'Alzheimers Disease',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
399,'Smartphonebased Digital Therapeutic  that  promotes behavior change in domains that constitute modifiable risk factors for AD physical activity sleep cognitive and social activity to improve health outcomes Behavior change is promoted within the app through goal setting developing habits online community leaderboard and educational material  Identified target population middle to lateage 5080 yrs individuals at risk for AD Preventative solution ','In progress','Alzheimers Disease',0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400,'Smartphonebased suite of assessments measuring cognitive function and behavior using structured active tasks and passive monitoringContext of use Monitoring disease progression and treatment effectsObjective Aims to measure subtle changes in memory behavior and function in early cognitive decline population',Research,'Alzheimers Disease',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401,'Wearables and nearables based remote objective measurements of sleep and its effects on cognition and mobilityContext of use Monitoring disease progression and treatment effectsObjective Aims to quantify the efficiency of day and night time sleep on cognition',Research,'Alzheimers Disease',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
402,'Psycholingustic analysis of voice and speech recordings based on stimuliobject recognition and semantic context identificationContext of use Monitoring disease progression and treatment effectsObjective Aims to measure subtle changes in logical and semantic memory',Research,'Alzheimers Disease',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,'Passive tracking of smartphone usage keystroke dynamics gait location and ambient sound to charactrise ADLsContext of use Monitoring disease progression and treatment effectsObjective Aims to measure subtle changes in apathy mood and gait changes',Research,'Alzheimers Disease',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
404,'Development of a universal speech task set that can be used to shorten protocol development timelines for study teams wishing to include voice data collection',Research,'Alzheimers Disease',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
405,'The Altoida Neuro Motor Index NMI is a Medical Device which detects MCI due to AD 610 years prior to the onset of symptoms and with a 94\% accuracy The gamified collection of functional and cognitive data by utilizing tablet or smartphone sensors takes 10min only and is the worlds first cognitive measurement of micro errors with active digital biomarkers Altoida NMI is commercially available in all major global healthcare markets and is both FDA and CE approved',Research,'Alzheimers Disease',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
406,' Using an  algorithm that can identify cases of early AD with a 90\% accuracy by running on structured medical records The algo was developed by a leading physician in Israwel who works as part of a health fun with access to 4m individual health records Details unknown but a potential partnership is being evaluated with pRED and gRED and the team will decide on next steps in the upcoming months ','In progress','Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,'Neurosteer offers a wearable device for the early detection and treatment of a variety of neurological disorders including Alzheimers Neurosteer was the winner of the Roche Israel Innovation challenge that took place in July 2022 ','In progress','Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,'Developing a digital supported patient journey from the presymptomatic phase to the endoflife phase to enable access to crossdomain services for a personalized care path for people with Alzheimers hisher caregivers and healthcare professionals',Research,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,'Mild cognitive impairment study to develop and validate two digital medical tools to identify a person a risk for dementia based on AIThe Cambride Cognition CANTAB tests are part of the AI mind study',Research,'Alzheimers Disease',0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,'The iLof bloodbased screening test stratifies patients for clinical trials removing heterogeneity due to underlying pathophysiology disease stage or degree of progression  Portugal is in a consortium type setup which involves Roche and Multicare as funders 6 healthcare organisations and 4 companiesstartups The HCOs will test a combination of the 4 companies in their practices and assess how these solution change the patient journey and outcomes Funding comes from Roche with a partnership by Multicare Each startup directly contracts with the HCO Roche has no data access',Research,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,'The Aptamarker Platform solution for Neurology is focused on the prediction of brain amyloid status based on blood based biomarkers The company is currently working to extend the validation of this proof of principle to 1000 individuals in collaboration with both the INSIGHTPreAD study France and the AIBL cohort Australia Portugal is in a consortium type setup which involves Roche and Multicare as funders 6 healthcare organisations and 4 companiesstartups The HCOs will test a combination of the 4 companies in their practices and assess how these solution change the patient journey and outcomes Funding comes from Roche with a partnership by Multicare Each startup directly contracts with the HCO Roche has no data access',Pilot,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,'Enhance VR brain training app offers a daily cognitive workout of short intense and fun games designed to help test and train your cognitive functions based on a group of exercises using VR Virtual Reality Portugal is in a consortium type setup which involves Roche and Multicare as funders 6 healthcare organisations and 4 companiesstartups The HCOs will test a combination of the 4 companies in their practices and assess how these solution change the patient journey and outcomes Funding comes from Roche with a partnership by Multicare Each startup directly contracts with the HCO Roche does not have contracts with the startups Neither does Roche have data access',Pilot,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
413,'Pulse sensor to monitoring patient care like medication administration consumer water and patient body position etcPortugal is in a consortium type setup which involves Roche and Multicare as funders 6 healthcare organisations and 4 companiesstartups The HCOs will test a combination of the 4 companies in their practices and assess how these solution change the patient journey and outcomes Funding comes from Roche with a partnership by Multicare Each startup directly contracts with the HCO Roche has no data access',Pilot,'Alzheimers Disease',0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
414,' In Sweden a prominent KOL is offering offering BBBM testing with the Geras digital test Roches BBBM would be Pilot independently and thus has a weaker value prop in Sweden By working with Geras Roche can remain competitive for BBBM in the Swedish market Geras offers a screeening tool for AD when patients with cognitive complaints ie not a preventional screen It is intended to ensure that patients are diagnosed early and the right patients get the right care ',Pilot,'Alzheimers Disease',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
415,'CANTAB Cambridge Neuropsychological Test Automated Battery CANTAB tests have demonstrated sensitivity to detecting changes in neuropsychological performance and include tests of working memory learning and executive function visual verbal and episodic memory attention information processing and reaction time social and emotion recognition decision making and response control',Research,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,'A tech health start up that uses a patientfacing app that aims to make it simpler for people to manage their medical data and improve their health It provides features like telemedicine integration with GP EHR chat functionalities note taking from doctors visits etc The app is not AD specific nor it provides any specific memory or cognitive assessments The integration of wearable technologies and neuropsychological testing into the app is being explored with integration with EMR data for algorithmic processing to detect MCI decline in brain health over time',Research,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,'EDON Early Detection of Neurological disorders EDoN is an ambitious project spearheaded by Alzheimers Research UK to develop an innovative approach to detect diseases like Alzheimers years before the symptoms of dementia start',Pilot,'Alzheimers Disease',1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,'Digital solution to support patients in their treatment journey and simplify it as much as possible by providing them the right resources at the right time Currently in In progress with a plan to release a clickable prototype in September to present to the AD patient council in the US ',Research,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,'Neurotracks clinicallyvalidated cognitive health solutions are designed to help individuals assess monitor and strengthen their brain health over time Neurotracks team of neuroscientists neuropsychologists and engineers have developed a clinicallyvalidated suite of cognitive assessments that leverage haptic and eyetracking technology These digital assessments taken regularly and over time can serve as an early detection tool for identifying cognitive changes early','In progress','Alzheimers Disease',0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,'App oriented to health professionals Designed to help the HCP with the dose calculation and be able to select the most convenient treatment whether its less number of injections or less product waste',Pilot,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,'App oriented to health professionals Designed to help the HCP with the dose calculation and be able to select the most convenient treatment whether its less number of injections or less product waste',Live,Haemophilia,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
422,'App oriented to health professionals Designed to help the HCP with the dose calculation and be able to select the most convenient treatment whether its less number of injections or less product waste',Live,Haemophilia,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,'App oriented to health professionals Designed to help the HCP with the dose calculation and be able to select the most convenient treatment whether its less number of injections or less product waste',Live,Haemophilia,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
424,'Kibo is a free app that makes it easy to monitor the treatment of hemophilia patients It allows you to control administrations medication stock and appointments with your healthcare professionals among other functions If you are interested in Kibo consult with your hematologist to assess if you are eligible to use this app In the event that it is affirmative it will give you an activation code so that you can register and use all its functionalitiesAlso implemented in Peru and Chile',Live,Haemophilia,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
425,'The new version of ACE Cloud Academy  Pilot three major sections Medicine Class Medicine Information and Medicine Growth  From live lectures to dialogue columns graphic information to popular science videos answering competitions to strength demonstrations richer content and more interesting activities On WeChat Platform',Live,Haemophilia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
426,'Calculator to evaluate the dose for Hemlibra available on the spanish HCP portal',Live,Haemophilia,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,'WHAT DOES THE POWER STUDY CONSIST OF?The POWER study is a Rochesponsored observational study in which participants will contribute to the collection of data on physical activity bleeding frequency and related treatment adherence to prescribed therapy regimen and quality of life for a period of about 1218 monthsWHY PARTICIPATE? In many cases people with haemophilia tend to limit their mobility and reduce physical activity levels It is known that adequate physical activity can have a benefit on peoples health and quality of life There is little data on the physical activity conducted by people with haemophiliaBy participating in the study you can help the community understand how much and what kind of physical activity these people do how much this is related to the risk of bleeding and how much this has an impact on quality of life',Live,Haemophilia,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
428,'Mobile Verification is an application which let you to verify Roche medicine codes You can use the app to check if a code is a valid Roches medicine code by scanning code or entering GTIN and serial number Sign in and start verifying codes in your country',Live,Haemophilia,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,'The Hemisphere app is an easy to use free to download tool which enables people prescribed Hemlibra emicizumab to track their injections automatically report any bleeds to their Haemophilia Treatment Centre HTC and setup helpful reminders related to their treatmentUsage of the app is limited to only people who have been prescribed Hemlibra Access is controlled by a code supplied their the Healthcare professionalUsers personal data can be stored in the app Information stored consists of name weight medication dose Only the users individual Healthcare Professional well be able to see this data on a secure webapp',Live,Haemophilia,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
430,'Hemophilia Connect is a tool that allows people with Hemophilia A and their physicians to monitor symptoms and health over time using a smartphone with the ultimate goal of improving the lives of people with Hemophilia Ahttpsappsapplecomfrapphemophiliaconnectid1514408817',Live,Haemophilia,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,'Smart Health Companion is a digital health solution born from listening to clinicians and patient associations and from the collaboration with PatchAI an Italian startup with an international profile specialized in the development of artificial intelligence and machine learning technologies for personalized and empathic patient support Smart Health Companion integrates an ecosystem of services and content relevant to specific pathologies with customizable configuration according to specific needs agreed with the medical staff','In progress',Haemophilia,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,'The Hemonitor mobile application is intended exclusively for patients with hemophilia A who have been recommended this application by their attending physician The use of the application is conditioned by the login data generated for patients directly by their attending physicianHemonitor helps manage the administration of drug dosesAlso implemented in Lithuania and Estonia',Live,Haemophilia,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,'A messaging instant apps to keep in touch with your health or care team including doctors nurses social workers physiotherapists and other caregivers',Live,Haemophilia,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,?,Live,Haemophilia,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
